product_id,name,category,price
1118,Toys Product 1118,Toys,835.29
1119,Electronics Product 1119,Electronics,1144.38
1120,Sports Product 1120,Sports,340.79
1121,Books Product 1121,Books,1268.04
1122,Toys Product 1122,Toys,1228.0
1123,Sports Product 1123,Sports,1013.12
1124,Sports Product 1124,Sports,41.33
1125,Beauty Product 1125,Beauty,1244.53
1126,Stationery Product 1126,Stationery,45.37
1127,Stationery Product 1127,Stationery,1054.64
1128,Stationery Product 1128,Stationery,1382.46
1129,Stationery Product 1129,Stationery,11.15
1130,Toys Product 1130,Toys,216.59
1131,Beauty Product 1131,Beauty,602.37
1132,Furniture Product 1132,Furniture,1111.97
1133,Electronics Product 1133,Electronics,139.45
1134,Sports Product 1134,Sports,324.27
1135,Books Product 1135,Books,681.56
1136,Furniture Product 1136,Furniture,556.34
1137,Beauty Product 1137,Beauty,487.93
1138,Sports Product 1138,Sports,895.14
1139,Electronics Product 1139,Electronics,235.06
1140,Toys Product 1140,Toys,927.52
1141,Beauty Product 1141,Beauty,124.21
1142,Books Product 1142,Books,993.58
1143,Books Product 1143,Books,911.4
1144,Books Product 1144,Books,411.2
1145,Toys Product 1145,Toys,769.49
1146,Stationery Product 1146,Stationery,646.01
1147,Stationery Product 1147,Stationery,1017.97
1148,Sports Product 1148,Sports,730.98
1149,Beauty Product 1149,Beauty,464.01
1150,Furniture Product 1150,Furniture,594.1
1005,Duplicate Product 1005,Electronics,999.99
1151,Negative Price Product,Furniture,-50.0
1152,Zero Price Product,Stationery,0.0
1153,,Unknown,10.0
1154,Null Category Product,,25.0
